Listing Pictures,MLS #,Status,Style,Full Address,Zip,Community,MapCoord,Beds,TotB,EstSF,YrBlt,DOMLS,ListPrice,Lst Date,Sold Price,COEDate,Sale/Rent,Vacation Rental By Owner
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040347/0/120/90/8c8c8865911a8edfd679db702b369bd6/1/3e603049d76967ace1bdb00f9e9b585b/180040347.JPG,180040347,ACT,TOWNH,6767 Parkside Ave,92139,PH,,3,2,"1,373",1980,15,"$398,500 ",7/23/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045664/0/120/90/be84744b9cbf327aa08d50cd2f32c2c0/1/d39fbdf8e431ffd14908a74260c98d6a/180045664.JPG,180045664,ACT,TOWNH,1888 Manzana Way,92139,PH,,3,3,"1,459",1986,3,"$385,000 - $405,000",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180031364/0/120/90/953e0ca253e14f2fc28b2eb74d3f9946/1/712e3a74149e66db00818e716f3902c1/180031364.JPG,180031364,ACT,ATT,1899 Manzana Way  4,92139,SSD,,3,3,"1,555",1986,70,"$425,000 ",6/9/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180027966/0/120/90/a8e89e313c32bcdedaa752a3b72ef707/1/f69f3f61880b4fbb3f7f231d4acfd6e7/180027966.JPG,180027966,ACT,ATT,7076 Attleborough Ct,92139,PH,,3,2,"1,568",1981,68,"$425,000 ",5/24/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180045640/0/120/90/b1008dbff87f71748ad069b7f658320b/1/5a89777d6a7ab8745abb9026c28da4dc/180045640.JPG,180045640,ACT,TOWNH,1886 Manzana Way,92139,PH,,4,3,"1,555",1986,3,"$435,000 ",8/15/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044441/0/120/90/b1a10666148a54a8e73650708928048c/1/1236bb6bad75efb64a5ee682b953f4ff/180044441.JPG,180044441,ACT,TOWNH,7019 DEERHURST CT,92139,PH,,3,2,"1,381",1980,8,"$425,000 - $435,000",8/9/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180044784/0/120/90/6fec035fc805cfd7aea3451645dd7da5/1/4af6f94ef6d3cb12b556cf448397fc78/180044784.JPG,180044784,ACT,ATT,2233 Manzana Way,92139,PH,,4,3,"1,701",1985,8,"$460,000 ",8/10/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180040324/0/120/90/ac306378a6d5809d456fad9fadff9f3e/1/512bdf84a9b99c98854bd87eed4aed1c/180040324.JPG,180040324,ACT,TOWNH,24374 Larchmont Ct  69,92653,OOFA,921G4,2,3,"1,288",1985,28,"$499,000 ",7/20/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180042450/0/120/90/4c2689b6d6897cc0ad25cac375126519/1/cf889e57680a6e8346ea7522d4772dc1/180042450.JPG,180042450,ACT,ATT,25185 Via Terracina,92677,OOFA,951J1,2,2,"1,113",1989,17,"$515,000 ",8/1/18,,,For Sale,
http://cdnparap00.paragonrels.com/ParagonImages/Property/p0/SANDICOR/180035417/0/120/90/7b23711c95199d36d86a74242dc4e199/1/f744e5680e6f018bdb65fc0fbe8d03c5/180035417.JPG,180035417,BOM,ATT,3575 Cameo Drive  43,92056,OSD,,3,2,"1,141",1992,14,"$399,000 ",6/22/18,,,For Sale,No
